Date,Open,High,Low,Close,Adj Close,Average
1/4/2010,57.650002,59.189999,57.509998,58.549999,40.336735,54.6473466
1/5/2010,58.549999,59.439999,58.23,59.25,40.818954,55.2577904
1/6/2010,59.18,59.93,59.049999,59.43,40.942982,55.7065962
1/7/2010,59.299999,59.900002,58.650002,59.669998,41.108299,55.72566
1/8/2010,59.25,60.369999,59.25,60.34,41.569908,56.1559814
1/11/2010,60.950001,64.419998,60.849998,64.129997,44.18095,58.9061888
1/12/2010,63.009998,63.16,61.18,62.240002,42.878864,58.4937728
1/13/2010,62.099998,62.779999,61.380001,62.330002,42.940872,58.3061744
1/14/2010,62.099998,62.84,61.75,61.98,42.699741,58.2739478
1/15/2010,61.450001,61.669998,60.009998,60.119999,41.70092,56.9901832
1/19/2010,59.759998,61.200001,59.349998,60.93,42.262764,56.7005522
1/20/2010,60.169998,60.43,59.310001,59.759998,41.451214,56.2242422
1/21/2010,59.5,59.900002,56.700001,56.849998,39.432766,54.4765534
1/22/2010,56.580002,57.540001,54.02,54.25,37.629322,52.003865
1/25/2010,55.16,56.189999,54.830002,55.139999,38.246651,51.9133302
1/26/2010,54.990002,56.939999,54.599998,55.849998,38.739136,52.2238266
1/27/2010,52.959999,53.84,51.029999,53.439999,37.067478,49.667495
1/28/2010,53.82,53.830002,51.200001,51.860001,35.971561,49.336313
1/29/2010,52.779999,53.779999,52,52.240002,36.235126,49.4070252
2/1/2010,52.82,53.5,52.5,52.939999,36.72068,49.6961358
2/2/2010,53.48,53.720001,52.619999,53.549999,37.143791,50.102758
2/3/2010,53.200001,54,53.099998,53.389999,37.032806,50.1445608
2/4/2010,52.799999,52.860001,51.380001,51.400002,35.652489,48.8184984
2/5/2010,51.209999,51.98,50.689999,51.75,35.895256,48.3050508
2/8/2010,51.639999,52.150002,50.5,50.779999,35.222446,48.0584892
2/9/2010,52.700001,54.25,52.549999,53.529999,37.129917,50.0319832
2/10/2010,53.650002,54.049999,52.450001,53.150002,36.86636,50.0332728
2/11/2010,53.099998,56.27,52.669998,56.150002,38.947216,51.4274428
2/12/2010,55.09,56.549999,54.610001,56.200001,38.981907,52.2863816
2/16/2010,56.77,57.240002,56.189999,57.119999,39.620041,53.3880082
2/17/2010,58.049999,58.349998,57.220001,57.5,39.883621,54.2007238
2/18/2010,57.150002,58.049999,56.849998,57.810001,40.098637,53.9917274
2/19/2010,57.59,58.48,57.310001,58.25,40.403839,54.406768
2/22/2010,58.73,58.970001,58,58.029999,40.251236,54.7962472
2/23/2010,57.889999,58.380001,56.220001,56.66,39.300968,53.6901938
2/24/2010,56.669998,57.459999,56.459999,56.959999,39.50906,53.411811
2/25/2010,55.330002,57.02,54.209999,56.790001,39.39114,52.5482284
2/26/2010,56.939999,57.240002,56.099998,57.049999,39.57148,53.3802956
3/1/2010,57.330002,58.389999,57.25,57.849998,40.126385,54.1892768
3/2/2010,58.279999,58.82,58.02,58.150002,40.334488,54.7208978
3/3/2010,58.450001,59.93,58.389999,58.57,40.625805,55.193161
3/4/2010,58.790001,59,57.810001,58.450001,40.542572,54.918515
3/5/2010,59.41,59.580002,58.900002,59.23,41.083591,55.640719
3/8/2010,59.470001,59.490002,58.57,58.91,40.861645,55.4603296
3/9/2010,58.459999,59.720001,58.400002,59.18,41.048908,55.361782
3/10/2010,59.110001,59.5,58.43,58.779999,40.771461,55.3182922
3/11/2010,58.790001,58.98,57.919998,58.900002,40.854702,55.0889406
3/12/2010,59.529999,60.490002,59.349998,60.360001,41.86739,56.319478
3/15/2010,60.040001,60.25,58.380001,59.470001,41.250065,55.8780136
3/16/2010,59.650002,59.68,58.84,59.450001,41.236195,55.7712396
3/17/2010,59.650002,60.5,59.490002,60.220001,41.770287,56.3260584
3/18/2010,59.610001,60.389999,59.34,59.77,41.458145,56.113629
3/19/2010,59.369999,60.310001,58.950001,59.369999,41.180698,55.8361396
3/22/2010,58.700001,60.27,58.66,59.950001,41.583,55.8326004
3/23/2010,60.099998,62.509998,60.009998,62.41,43.289326,57.663864
3/24/2010,61.959999,62.540001,61.419998,62.060001,43.046574,58.2053146
3/25/2010,62.68,63.709999,62.049999,62.139999,43.102039,58.7364072
3/26/2010,62.400002,63.18,61.990002,62.439999,43.310143,58.6640292
3/29/2010,62.759998,63.599998,62.759998,63.48,44.031517,59.3263022
3/30/2010,63.380001,63.630001,62.810001,63.16,43.809559,59.3579124
3/31/2010,62.759998,63.5,62.630001,62.849998,43.594532,59.0669058
4/1/2010,63.290001,64.199997,63.290001,63.990002,44.385269,59.831054
4/5/2010,64.360001,65,64.199997,64.989998,45.078903,60.7257798
4/6/2010,64.809998,65.470001,64.57,65.290001,45.28698,61.085396
4/7/2010,65.25,65.379997,64,64.470001,44.718204,60.7636404
4/8/2010,64.050003,64.650002,63.549999,64.480003,44.72514,60.2910294
4/9/2010,64.900002,65.519997,64.82,65.269997,45.273102,61.1566196
4/12/2010,65.93,67,65.760002,66.730003,46.285812,62.3411634
4/13/2010,66.699997,67.25,66.160004,66.190002,45.91124,62.4422486
4/14/2010,66.370003,67.370003,66.199997,67.279999,46.667297,62.7774598
4/15/2010,67.160004,68.709999,67.160004,68.220001,47.319313,63.7138642
4/16/2010,68.050003,68.230003,66.339996,66.879997,46.389839,63.1779676
4/19/2010,66.599998,67.699997,65.769997,66.989998,46.466152,62.7052284
4/20/2010,67.709999,68.300003,67.400002,67.5,46.819908,63.5459824
4/21/2010,67.739998,67.919998,66.699997,67.75,46.993309,63.4206604
4/22/2010,66.669998,67.650002,65.970001,67.510002,47.118931,62.9837868
4/23/2010,67.199997,68.949997,66.989998,68.779999,48.005333,63.9850648
4/26/2010,70.879997,72.830002,70.650002,71.650002,50.008457,67.203692
4/27/2010,71.25,71.580002,68.279999,68.529999,47.830845,65.494169
4/28/2010,69.43,70.269997,68.599998,68.970001,48.137939,65.081587
4/29/2010,69.959999,70.760002,69.620003,70.75,49.380314,66.0940636
4/30/2010,70.989998,71.360001,67.82,68.089996,47.52375,65.156749
5/3/2010,68.370003,70.160004,68.089996,69.940002,48.814957,65.0749924
5/4/2010,68.559998,68.559998,66.25,66.699997,46.5536,63.3247186
5/5/2010,65.860001,67.440002,64.080002,65.959999,46.037102,61.8754212
5/6/2010,65.849998,66.940002,58.799999,63.5,44.320137,59.8820272
5/7/2010,63.049999,64.449997,60.639999,62.099998,43.343002,58.716599
5/10/2010,65.879997,67,65.190002,66.690002,46.546616,62.2613234
5/11/2010,65.18,66.980003,65,66.07,46.113876,61.8687758
5/12/2010,66.660004,68.300003,66.599998,68.150002,47.565624,63.4551262
5/13/2010,68.150002,68.400002,66.669998,66.910004,46.700172,63.3660356
5/14/2010,65.959999,66.190002,63.91,64.879997,45.28331,61.2446616
5/17/2010,65.010002,65.739998,61.990002,63.779999,44.515568,60.2071138
5/18/2010,64.910004,65.529999,62.849998,63.189999,44.103775,60.116755
5/19/2010,62.939999,63.169998,59.279999,61.439999,42.882359,57.9424708
5/20/2010,59.07,60.41,58,58.669998,40.94902,55.4198036
5/21/2010,57.299999,60.5,57.200001,60.09,41.940113,55.4060226
5/24/2010,60.060001,61.110001,59.09,59.220001,41.332897,56.16258
5/25/2010,56.349998,59.360001,55.740002,59.209999,41.325924,54.3971848
5/26/2010,59.630001,61.400002,59.25,59.73,41.688854,56.3397714
5/27/2010,61.360001,62.119999,60.82,62.060001,43.315083,57.9350168
5/28/2010,62.419998,62.419998,60.049999,60.759998,42.407738,57.6115462
